Entry	Entry name	Status	Protein_names	Gene_names	Organism	AA_Length	Taxonomic lineage (ALL)	Organism ID
A0A1L3LU94	A0A1L3LU94_9RHIZ	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	SAMCFNEI73_pB0451	Sinorhizobium americanum	323	"cellular organisms, Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Sinorhizobium/Ensifer group, Sinorhizobium, Sinorhizobium americanum"	194963
A0A1L3L9X9	A0A1L3L9X9_9RHIZ	unreviewed	1-aminocyclopropane-1-carboxylate deaminase (ACC deaminase) (ACCD) (EC 3.5.99.7)	acdS SAMCCGM7_pB0171	Sinorhizobium americanum CCGM7	337	"cellular organisms, Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Sinorhizobium/Ensifer group, Sinorhizobium, Sinorhizobium americanum, Sinorhizobium americanum CCGM7"	1408224
A0A0T6ZB45	A0A0T6ZB45_RHIFR	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	N181_25360	Sinorhizobium fredii USDA 205	385	"cellular organisms, Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Sinorhizobium/Ensifer group, Sinorhizobium, Sinorhizobium fredii group, Rhizobium fredii (Sinorhizobium fredii), Sinorhizobium fredii USDA 205"	1230631
A6UMZ0	A6UMZ0_SINMW	unreviewed	1-aminocyclopropane-1-carboxylate deaminase (ACC deaminase) (ACCD) (EC 3.5.99.7)	acdS Smed_6456	Sinorhizobium medicae (strain WSM419) (Ensifer medicae)	339	"cellular organisms, Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Sinorhizobium/Ensifer group, Sinorhizobium, Sinorhizobium medicae, Sinorhizobium medicae (strain WSM419) (Ensifer medicae)"	366394
A0A0E0UJN7	A0A0E0UJN7_SINMB	unreviewed	1-aminocyclopropane-1-carboxylate deaminase (ACC deaminase) (ACCD) (EC 3.5.99.7)	acdS SinmeB_5244	Sinorhizobium meliloti (strain BL225C)	339	"cellular organisms, Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Sinorhizobium/Ensifer group, Sinorhizobium, Rhizobium meliloti (Ensifer meliloti) (Sinorhizobium meliloti), Sinorhizobium meliloti (strain BL225C)"	698936
Q1WLF4	Q1WLF4_SINMM	unreviewed	1-aminocyclopropane-1-carboxylate deaminase (ACC deaminase) (ACCD) (EC 3.5.99.7)	acdS	Sinorhizobium meliloti (strain SM11)	339	"cellular organisms, Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Sinorhizobium/Ensifer group, Sinorhizobium, Rhizobium meliloti (Ensifer meliloti) (Sinorhizobium meliloti), Sinorhizobium meliloti (strain SM11)"	707241
H0G544	H0G544_RHIML	unreviewed	1-aminocyclopropane-1-carboxylate deaminase (ACC deaminase) (ACCD) (EC 3.5.99.7)	acdS SM0020_23022	Sinorhizobium meliloti CCNWSX0020	339	"cellular organisms, Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Sinorhizobium/Ensifer group, Sinorhizobium, Rhizobium meliloti (Ensifer meliloti) (Sinorhizobium meliloti), Sinorhizobium meliloti CCNWSX0020"	1107881
A0A178YN42	A0A178YN42_SINSA	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	ATB98_26940	Sinorhizobium saheli	387	"cellular organisms, Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Sinorhizobium/Ensifer group, Sinorhizobium, Sinorhizobium saheli"	36856
A0A1V3RI08	A0A1V3RI08_9RHIZ	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	B0E45_02645	Sinorhizobium sp. A49	370	"cellular organisms, Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Sinorhizobium/Ensifer group, Sinorhizobium, Sinorhizobium sp. A49"	1945861
A0A0D3RU74	A0A0D3RU74_9RHIZ	unreviewed	1-aminocyclopropane-1-carboxylate deaminase (Fragment)	acdS	Sinorhizobium sp. CCBAU 05008	209	"cellular organisms, Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Sinorhizobium/Ensifer group, Sinorhizobium, Sinorhizobium sp. CCBAU 05008"	1623439
A0A0D3RUB4	A0A0D3RUB4_9RHIZ	unreviewed	1-aminocyclopropane-1-carboxylate deaminase (Fragment)	acdS	Sinorhizobium sp. CCBAU 61347	209	"cellular organisms, Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Sinorhizobium/Ensifer group, Sinorhizobium, Sinorhizobium sp. CCBAU 61347"	1623440
A0A0D3RVB5	A0A0D3RVB5_9RHIZ	unreviewed	1-aminocyclopropane-1-carboxylate deaminase (Fragment)	acdS	Sinorhizobium sp. CCBAU 61349	209	"cellular organisms, Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Sinorhizobium/Ensifer group, Sinorhizobium, Sinorhizobium sp. CCBAU 61349"	1623441
A0A0T6Y531	A0A0T6Y531_9RHIZ	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	N182_31940	Sinorhizobium sp. GL2	405	"cellular organisms, Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Sinorhizobium/Ensifer group, Sinorhizobium, Sinorhizobium sp. GL2"	1358416
A0A0T7A159	A0A0T7A159_9RHIZ	unreviewed	1-aminocyclopropane-1-carboxylate deaminase (ACC deaminase) (ACCD) (EC 3.5.99.7)	acdS N184_21910	Sinorhizobium sp. GL28	339	"cellular organisms, Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Sinorhizobium/Ensifer group, Sinorhizobium, Sinorhizobium sp. GL28"	1358418
A0A0T6YG04	A0A0T6YG04_9RHIZ	unreviewed	1-aminocyclopropane-1-carboxylate deaminase (EC 3.5.99.7)	N185_21480	Sinorhizobium sp. GW3	280	"cellular organisms, Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Sinorhizobium/Ensifer group, Sinorhizobium, Sinorhizobium sp. GW3"	647869
V9P4E5	V9P4E5_9RHIZ	unreviewed	1-aminocyclopropane-1-carboxylate deaminase (Fragment)	acdS	Sinorhizobium sp. Mc1	259	"cellular organisms, Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Sinorhizobium/Ensifer group, Sinorhizobium, Sinorhizobium sp. Mc1"	1388993
A0A0T6XM22	A0A0T6XM22_9RHIZ	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	N183_07395	Sinorhizobium sp. Sb3	370	"cellular organisms, Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Sinorhizobium/Ensifer group, Sinorhizobium, Sinorhizobium sp. Sb3"	1358417
A0A1Q3ND85	A0A1Q3ND85_9ACTN	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	BGO23_11735	Solirubrobacterales bacterium 67-14	327	"cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Thermoleophilia, Solirubrobacterales, unclassified Solirubrobacterales, Solirubrobacterales bacterium 67-14"	1895832
A0A0W8ECH1	A0A0W8ECH1_9BACT	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	ASU33_02460	Solirubrum puertoriconensis	311	"cellular organisms, Bacteria, FCB group, Bacteroidetes/Chlorobi group, Bacteroidetes, Cytophagia, Cytophagales, unclassified Cytophagales, Solirubrum, Solirubrum puertoriconensis"	1751427
H8KRF4	H8KRF4_SOLCM	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	Solca_2438	Solitalea canadensis (strain ATCC 29591 / DSM 3403 / NBRC 15130 / NCIMB 12057 / USAM 9D) (Flexibacter canadensis)	292	"cellular organisms, Bacteria, FCB group, Bacteroidetes/Chlorobi group, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, Sphingobacteriaceae, Solitalea, Solitalea canadensis (Flexibacter canadensis), Solitalea canadensis (strain ATCC 29591 / DSM 3403 / NBRC 15130 / NCIMB 12057 / USAM 9D) (Flexibacter canadensis)"	929556
D1C627	D1C627_SPHTD	unreviewed	1-aminocyclopropane-1-carboxylate deaminase (EC 3.5.99.7)	Sthe_0126	Sphaerobacter thermophilus (strain DSM 20745 / S 6022)	340	"cellular organisms, Bacteria, Terrabacteria group, Chloroflexi, Thermomicrobia, Sphaerobacteridae, Sphaerobacterales, Sphaerobacterineae, Sphaerobacteraceae, Sphaerobacter, Sphaerobacter thermophilus, Sphaerobacter thermophilus (strain DSM 20745 / S 6022)"	479434
A0A0B8SZ67	A0A0B8SZ67_9SPHI	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	DI53_3174	Sphingobacterium deserti	295	"cellular organisms, Bacteria, FCB group, Bacteroidetes/Chlorobi group, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, Sphingobacteriaceae, Sphingobacterium, Sphingobacterium deserti"	1229276
A0A1R4KQ93	A0A1R4KQ93_9SPHI	unreviewed	1-aminocyclopropane-1-carboxylate deaminase (EC 3.5.99.7)	FM120_18025	Sphingobacterium faecium PCAi_F2.5	301	"cellular organisms, Bacteria, FCB group, Bacteroidetes/Chlorobi group, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, Sphingobacteriaceae, Sphingobacterium, Sphingobacterium faecium, Sphingobacterium faecium PCAi_F2.5"	1255690
A0A1H6BJF9	A0A1H6BJF9_9SPHI	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	SAMN05421877_110142	Sphingobacterium lactis	300	"cellular organisms, Bacteria, FCB group, Bacteroidetes/Chlorobi group, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, Sphingobacteriaceae, Sphingobacterium, Sphingobacterium lactis"	797291
A0A1T5E113	A0A1T5E113_9SPHI	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	SAMN05660841_02312	Sphingobacterium nematocida	291	"cellular organisms, Bacteria, FCB group, Bacteroidetes/Chlorobi group, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, Sphingobacteriaceae, Sphingobacterium, Sphingobacterium nematocida"	1513896
F4C8E0	F4C8E0_SPHS2	unreviewed	1-aminocyclopropane-1-carboxylate deaminase (EC 3.5.99.7)	Sph21_3677	Sphingobacterium sp. (strain 21)	309	"cellular organisms, Bacteria, FCB group, Bacteroidetes/Chlorobi group, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, Sphingobacteriaceae, Sphingobacterium, Sphingobacterium sp. (strain 21)"	743722
A0A1Q4G991	A0A1Q4G991_9SPHI	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	BGP15_13580	Sphingobacterium sp. 40-24	315	"cellular organisms, Bacteria, FCB group, Bacteroidetes/Chlorobi group, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, Sphingobacteriaceae, Sphingobacterium, Sphingobacterium sp. 40-24"	1895843
A0A0M2XNY6	A0A0M2XNY6_9SPHI	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	AAW12_21855	Sphingobacterium sp. Ag1	302	"cellular organisms, Bacteria, FCB group, Bacteroidetes/Chlorobi group, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, Sphingobacteriaceae, Sphingobacterium, Sphingobacterium sp. Ag1"	1643451
A0A1P8E4H9	A0A1P8E4H9_9SPHI	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	BV902_10805	Sphingobacterium sp. B29	315	"cellular organisms, Bacteria, FCB group, Bacteroidetes/Chlorobi group, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, Sphingobacteriaceae, Sphingobacterium, Sphingobacterium sp. B29"	1933220
A0A1V3N5L1	A0A1V3N5L1_9SPHI	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	BWD42_01280	Sphingobacterium sp. CZ-UAM	299	"cellular organisms, Bacteria, FCB group, Bacteroidetes/Chlorobi group, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, Sphingobacteriaceae, Sphingobacterium, Sphingobacterium sp. CZ-UAM"	1933868
A0A1F2JJD6	A0A1F2JJD6_9SPHI	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	HMPREF3127_22565	Sphingobacterium sp. HMSC13C05	315	"cellular organisms, Bacteria, FCB group, Bacteroidetes/Chlorobi group, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, Sphingobacteriaceae, Sphingobacterium, Sphingobacterium sp. HMSC13C05"	1581095
A0A0M3CIL9	A0A0M3CIL9_9SPHI	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	L950_0202565	Sphingobacterium sp. IITKGP-BTPF85	301	"cellular organisms, Bacteria, FCB group, Bacteroidetes/Chlorobi group, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, Sphingobacteriaceae, Sphingobacterium, Sphingobacterium sp. IITKGP-BTPF85"	1338009
A0A1R4K307	A0A1R4K307_9SPHI	unreviewed	1-aminocyclopropane-1-carboxylate deaminase (EC 3.5.99.7)	FM107_09720	Sphingobacterium sp. JB170	295	"cellular organisms, Bacteria, FCB group, Bacteroidetes/Chlorobi group, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, Sphingobacteriaceae, Sphingobacterium, Sphingobacterium sp. JB170"	1434842
A0A088EZ02	A0A088EZ02_9SPHI	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	KO02_14770	Sphingobacterium sp. ML3W	301	"cellular organisms, Bacteria, FCB group, Bacteroidetes/Chlorobi group, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, Sphingobacteriaceae, Sphingobacterium, Sphingobacterium sp. ML3W"	1538644
A0A1P9WVJ2	A0A1P9WVJ2_9BACT	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	AWR27_08700	Spirosoma montaniterrae	301	"cellular organisms, Bacteria, FCB group, Bacteroidetes/Chlorobi group, Bacteroidetes, Cytophagia, Cytophagales, Cytophagaceae, Spirosoma, Spirosoma montaniterrae"	1178516
A0A0E3ZV28	A0A0E3ZV28_9BACT	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	SD10_14310	Spirosoma radiotolerans	306	"cellular organisms, Bacteria, FCB group, Bacteroidetes/Chlorobi group, Bacteroidetes, Cytophagia, Cytophagales, Cytophagaceae, Spirosoma, Spirosoma radiotolerans"	1379870
A0A1Q3WVD4	A0A1Q3WVD4_9BACT	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	BGO59_12255	Spirosoma sp. 48-14	299	"cellular organisms, Bacteria, FCB group, Bacteroidetes/Chlorobi group, Bacteroidetes, Cytophagia, Cytophagales, Cytophagaceae, Spirosoma, Spirosoma sp. 48-14"	1895854
A0A0F7M5C2	A0A0F7M5C2_9GAMM	unreviewed	1-aminocyclopropane-1-carboxylate deaminase (EC 3.5.99.7)	IMCC21906_01788	Spongiibacter sp. IMCC21906	287	"cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Cellvibrionales, Spongiibacteraceae, Spongiibacter, Spongiibacter sp. IMCC21906"	1620392
A0A1M5JX05	A0A1M5JX05_9FLAO	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	SAMN04488116_1241	Spongiibacterium flavum	301	"cellular organisms, Bacteria, FCB group, Bacteroidetes/Chlorobi group, Bacteroidetes, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Spongiibacterium, Spongiibacterium flavum"	570519
A0A098LDS2	A0A098LDS2_9BACT	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	MYP_1835	Sporocytophaga myxococcoides	300	"cellular organisms, Bacteria, FCB group, Bacteroidetes/Chlorobi group, Bacteroidetes, Cytophagia, Cytophagales, Cytophagaceae, Sporocytophaga, Sporocytophaga myxococcoides"	153721
A0A068E4G4	A0A068E4G4_STAXY	unreviewed	1-aminocyclopropane-1-carboxylate deaminase (EC 3.5.99.7)	SXYLSMQ121_0369	Staphylococcus xylosus	329	"cellular organisms, Bacteria, Terrabacteria group, Firmicutes, Bacilli, Bacillales, Staphylococcaceae, Staphylococcus, Staphylococcus xylosus"	1288
D7A442	D7A442_STAND	unreviewed	1-aminocyclopropane-1-carboxylate deaminase (ACC deaminase) (ACCD) (EC 3.5.99.7)	acdS Snov_0529	Starkeya novella (strain ATCC 8093 / DSM 506 / CCM 1077 / IAM 12100 / NBRC 12443 / NCIB 9113)	343	"cellular organisms, Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Xanthobacteraceae, Starkeya, Starkeya novella (Thiobacillus novellus), Starkeya novella (strain ATCC 8093 / DSM 506 / CCM 1077 / IAM 12100 / NBRC 12443 / NCIB 9113)"	639283
A0A132G660	A0A132G660_9GAMM	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	AS889_17620	Stenotrophomonas rhizophila	296	"cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Xanthomonadaceae, Stenotrophomonas, Stenotrophomonas rhizophila"	216778
A0A1H7RGN9	A0A1H7RGN9_9ACTN	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	SAMN05414137_110125	Streptacidiphilus jiangxiensis	288	"cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria (high G+C Gram-positive bacteria), Streptomycetales, Streptomycetaceae, Streptacidiphilus, Streptacidiphilus jiangxiensis"	235985
A0A1C6MP54	A0A1C6MP54_9ACTN	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	YW7DRAFT_01499	Streptomyces	296	"cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria (high G+C Gram-positive bacteria), Streptomycetales, Streptomycetaceae, Streptomyces"	1883
A0A1E7JF73	A0A1E7JF73_9ACTN	unreviewed	1-aminocyclopropane-1-carboxylate deaminase (EC 3.5.99.7)	AN215_20935	Streptomyces abyssalis	335	"cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria (high G+C Gram-positive bacteria), Streptomycetales, Streptomycetaceae, Streptomyces, Streptomyces abyssalis"	933944
A0A124C1G5	A0A124C1G5_9ACTN	unreviewed	1-aminocyclopropane-1-carboxylate deaminase (EC 3.5.99.7)	acdS a10_04738 Saa2_05991	Streptomyces acidiscabies	338	"cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria (high G+C Gram-positive bacteria), Streptomycetales, Streptomycetaceae, Streptomyces, Streptomyces acidiscabies"	42234
A0A1E5P693	A0A1E5P693_9ACTN	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	AS594_11870	Streptomyces agglomeratus	327	"cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria (high G+C Gram-positive bacteria), Streptomycetales, Streptomycetaceae, Streptomyces, Streptomyces agglomeratus"	285458
A0A1V0VCK9	A0A1V0VCK9_9ACTN	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	B7C62_25275	Streptomyces albolongus	302	"cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria (high G+C Gram-positive bacteria), Streptomycetales, Streptomycetaceae, Streptomyces, Streptomyces albolongus"	68173
X0MRI7	X0MRI7_STRA9	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	P354_30655	Streptomyces albulus PD-1	301	"cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria (high G+C Gram-positive bacteria), Streptomycetales, Streptomycetaceae, Streptomyces, Streptomyces albulus, Streptomyces albulus PD-1"	1395572
A0A126Y024	A0A126Y024_9ACTN	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	Salbus254_1822	Streptomyces albus	326	"cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria (high G+C Gram-positive bacteria), Streptomycetales, Streptomycetaceae, Streptomyces, Streptomyces albus group, Streptomyces albus"	1888
A0A0B5EJJ5	A0A0B5EJJ5_STRA4	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	SLNWT_2052	Streptomyces albus (strain ATCC 21838 / DSM 41398 / FERM P-419 / JCM 4703 / NBRC 107858)	306	"cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria (high G+C Gram-positive bacteria), Streptomycetales, Streptomycetaceae, Streptomyces, Streptomyces albus group, Streptomyces albus, Streptomyces albus subsp. albus, Streptomyces albus (strain ATCC 21838 / DSM 41398 / FERM P-419 / JCM 4703 / NBRC 107858)"	1081613
D6B070	D6B070_9ACTN	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	SSHG_01543	Streptomyces albus J1074	335	"cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria (high G+C Gram-positive bacteria), Streptomycetales, Streptomycetaceae, Streptomyces, Streptomyces albus group, Streptomyces albus, Streptomyces albus J1074"	457425
A0A0X7JID8	A0A0X7JID8_9ACTN	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	ADL21_20905	Streptomyces albus subsp. albus	306	"cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria (high G+C Gram-positive bacteria), Streptomycetales, Streptomycetaceae, Streptomyces, Streptomyces albus group, Streptomyces albus, Streptomyces albus subsp. albus"	67257
A0A1S9NM35	A0A1S9NM35_STRAT	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	AFM16_25675	Streptomyces antibioticus	295	"cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria (high G+C Gram-positive bacteria), Streptomycetales, Streptomycetaceae, Streptomyces, Streptomyces antibioticus"	1890
A0A1V4D0P1	A0A1V4D0P1_9ACTN	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	VT50_0224500	Streptomyces antioxidans	316	"cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria (high G+C Gram-positive bacteria), Streptomycetales, Streptomycetaceae, Streptomyces, Streptomyces antioxidans"	1507734
A0A1K2B6I9	A0A1K2B6I9_STRAR	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	SAMN02787144_100866	Streptomyces atratus	349	"cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria (high G+C Gram-positive bacteria), Streptomycetales, Streptomycetaceae, Streptomyces, Streptomyces atratus"	1893
J1RT53	J1RT53_9ACTN	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	SU9_08080	Streptomyces auratus AGR0001	307	"cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria (high G+C Gram-positive bacteria), Streptomycetales, Streptomycetaceae, Streptomyces, Streptomyces auratus, Streptomyces auratus AGR0001"	1160718
A0A1E7MY90	A0A1E7MY90_STRAU	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	HS99_0012535	Streptomyces aureofaciens	302	"cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria (high G+C Gram-positive bacteria), Streptomycetales, Streptomycetaceae, Streptomyces, Streptomyces aureofaciens"	1894
A0A1P8XNS0	A0A1P8XNS0_9ACTN	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	BV401_04565	Streptomyces autolyticus	335	"cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria (high G+C Gram-positive bacteria), Streptomycetales, Streptomycetaceae, Streptomyces, Streptomyces autolyticus"	75293
A0A1T1CWX0	A0A1T1CWX0_STRAX	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	SM007_09740	Streptomyces avermitilis	305	"cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria (high G+C Gram-positive bacteria), Streptomycetales, Streptomycetaceae, Streptomyces, Streptomyces avermitilis"	33903
A0A0K8PHR2	A0A0K8PHR2_STRAJ	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	SAZU_2025	Streptomyces azureus	302	"cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria (high G+C Gram-positive bacteria), Streptomycetales, Streptomycetaceae, Streptomyces, Streptomyces azureus"	146537
D7BTR3	D7BTR3_STRBB	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	SBI_06362	Streptomyces bingchenggensis (strain BCW-1)	315	"cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria (high G+C Gram-positive bacteria), Streptomycetales, Streptomycetaceae, Streptomyces, Streptomyces bingchenggensis, Streptomyces bingchenggensis (strain BCW-1)"	749414
A0A0K9XF77	A0A0K9XF77_9ACTN	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	AC230_16475	Streptomyces caatingaensis	301	"cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria (high G+C Gram-positive bacteria), Streptomycetales, Streptomycetaceae, Streptomyces, Streptomyces caatingaensis"	1678637
A0A0M9X6A7	A0A0M9X6A7_9ACTN	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	ADK41_30340	Streptomyces caelestis	291	"cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria (high G+C Gram-positive bacteria), Streptomycetales, Streptomycetaceae, Streptomyces, Streptomyces caelestis"	36816
A0A101SG36	A0A101SG36_9ACTN	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	AQJ46_05205	Streptomyces canus	311	"cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria (high G+C Gram-positive bacteria), Streptomycetales, Streptomycetaceae, Streptomyces, Streptomyces canus"	58343
A0A0N0Y0J7	A0A0N0Y0J7_9ACTN	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	ADL29_01565	Streptomyces chattanoogensis	303	"cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria (high G+C Gram-positive bacteria), Streptomycetales, Streptomycetaceae, Streptomyces, Streptomyces chattanoogensis"	66876
B5GQD8	B5GQD8_STRC2	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	SSCG_01422	Streptomyces clavuligerus (strain ATCC 27064 / DSM 738 / JCM 4710 / NBRC 13307 / NCIMB 12785 / NRRL 3585 / VKM Ac-602)	164	"cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria (high G+C Gram-positive bacteria), Streptomycetales, Streptomycetaceae, Streptomyces, Streptomyces clavuligerus, Streptomyces clavuligerus (strain ATCC 27064 / DSM 738 / JCM 4710 / NBRC 13307 / NCIMB 12785 / NRRL 3585 / VKM Ac-602)"	443255
H1QP61	H1QP61_9ACTN	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	SMCF_6776	Streptomyces coelicoflavus ZG0656	338	"cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria (high G+C Gram-positive bacteria), Streptomycetales, Streptomycetaceae, Streptomyces, Streptomyces coelicoflavus, Streptomyces coelicoflavus ZG0656"	1120227
S5VV25	S5VV25_STRC3	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	B446_24695	Streptomyces collinus (strain DSM 40733 / Tu 365)	299	"cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria (high G+C Gram-positive bacteria), Streptomycetales, Streptomycetaceae, Streptomyces, Streptomyces collinus, Streptomyces collinus (strain DSM 40733 / Tu 365)"	1214242
A0A101PM54	A0A101PM54_STRCK	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	AQJ11_44530	Streptomyces corchorusii (Streptomyces chibaensis)	306	"cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria (high G+C Gram-positive bacteria), Streptomycetales, Streptomycetaceae, Streptomyces, Streptomyces corchorusii (Streptomyces chibaensis)"	1903
A0A124GXB1	A0A124GXB1_9ACTN	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	AQI70_28855	Streptomyces curacoi	300	"cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria (high G+C Gram-positive bacteria), Streptomycetales, Streptomycetaceae, Streptomyces, Streptomyces curacoi"	146536
